 ,Dropbox,Springer,IEEE,ACM,AutoOpen,MoodleResource,ScienceDirect,Hosting,BrowserStorage,Local,Hypothesis,Neo4J,Remote,AnnotationServer,PDF,HTML,TXT,Format,URL,URN,DOI,Source,Selector,Target,Classifying,SentimentAnalysis,SuggestedLiterature,Autocomplete,PreviousAssignments,Commenting,Replying,Categorize,Assessing,AnnotationPurpose,Create,UserFilter,Filter,LastAnnotation,SidebarNavigation,Canvas,Navigation,Highlighting,Situated,IRR,GoogleSheetConsumer,MindMeisterConsumer,MoodleReport,MoodleComment,MoodleConsumer,Outsourced,AnnotationList,Unsituated,Read,DeleteAll,Delete,Update,AnnotationOperation,ImportAnnotations,AnnotatedPDF,AnnotatedResource,JSON,TextSummary,Export,ImportExport,RenameCodebook,CodebookUpdate,CodebookDelete,Manual,ApplicationBased,MoodleResourceBased,CodebookRead,BuiltIn,GoogleSheetProvider,MoodleProvider,MindMeisterProvider,CodebookOutsourced,CodebookCreate,CodebookOperation,Multivalued,Hierarchy,CodebookTypology,Alphabetical,Date,Number,Order,Sidebar,Interface,Presentation,ExportCodebook,ImportCodebook,CodebookImportExport,Codebook,WebAnnotationClient
ImportExport,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0
RenameCodebook,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,0.9285714285714286,1.0,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.8571428571428572,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7777777777777778,0.0,0.7,0.875,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,0.4,1.0,0.7142857142857143,1.0
CodebookUpdate,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.9411764705882353,1.0,0.9545454545454546,1.0,0.8571428571428572,0.9473684210526316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.9090909090909091,1.0,1.0,1.0,0.9,0.9090909090909091,0.875,1.0,1.0,1.0,0.8571428571428572,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428572,0.8571428571428572,1.0,0.625,1.0,1.0,1.0,1.0,0.875,1.0,0.7777777777777778,0.0,0.7777777777777778,0.9333333333333333,0.9090909090909091,1.0,1.0,0.7,0.8181818181818181,0.8461538461538461,1.0,1.0,1.0,1.0,0.5714285714285714,0.6153846153846154,1.0,0.8571428571428572,0.8571428571428572,0.8571428571428572,1.0,1.0,1.0,1.0,0.5555555555555556,0.625,1.0,0.6666666666666667,1.0
CodebookDelete,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,0.9285714285714286,1.0,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.8571428571428572,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7777777777777778,0.0,0.7,0.875,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,0.4,1.0,0.7142857142857143,1.0
Manual,0.9166666666666666,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,0.8235294117647058,0.9,1.0,0.8888888888888888,1.0,0.8095238095238095,0.75,1.0,0.9,1.0,1.0,1.0,1.0,0.8888888888888888,0.9090909090909091,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.9090909090909091,0.8181818181818181,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,0.8888888888888888,0.9090909090909091,0.7777777777777778,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334,0.8888888888888888,1.0,1.0,0.8888888888888888,1.0,1.0,0.8,1.0,1.0,1.0,0.8181818181818181,0.8888888888888888,1.0,0.8888888888888888,0.8888888888888888,0.9,1.0,0.7,0.9333333333333333,0.7,0.0,0.7272727272727273,1.0,1.0,0.9285714285714286,0.9285714285714286,0.9375,1.0,1.0,1.0,1.0,0.9090909090909091,0.9473684210526316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8181818181818181,1.0,0.8333333333333334,0.8888888888888888
ApplicationBased,1.0,1.0,1.0,1.0,1.0,0.7692307692307692,1.0,1.0,0.9333333333333333,1.0,0.95,0.9,1.0,0.9411764705882353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.9090909090909091,0.875,0.7272727272727273,0.0,1.0,1.0,0.625,0.9,1.0,1.0,1.0,1.0,1.0,0.8571428571428572,0.8571428571428572,1.0,0.8,0.8,0.8,1.0,1.0,1.0,1.0,0.9,0.875,1.0,0.5714285714285714,1.0
MoodleResourceBased,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,0.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0
CodebookRead,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,0.0,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0
BuiltIn,1.0,1.0,1.0,1.0,1.0,0.6923076923076923,1.0,1.0,0.8666666666666667,1.0,0.9,0.9090909090909091,1.0,0.8823529411764706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,0.8571428571428572,1.0,0.8888888888888888,0.7,0.8888888888888888,0.9285714285714286,0.625,1.0,1.0,0.0,0.6666666666666667,0.8333333333333334,1.0,1.0,1.0,1.0,0.875,0.6923076923076923,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.6666666666666667,0.75,1.0,0.4285714285714286,1.0
GoogleSheetProvider,0.8888888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.7857142857142857,0.8571428571428572,1.0,0.9375,1.0,0.8421052631578947,0.9090909090909091,1.0,0.7333333333333334,1.0,1.0,1.0,1.0,0.8333333333333334,0.7142857142857143,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,0.8571428571428572,1.0,1.0,0.8181818181818181,1.0,0.9285714285714286,0.9,1.0,1.0,0.6666666666666667,0.0,0.6,1.0,1.0,1.0,1.0,1.0,0.7857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8888888888888888,1.0,0.7777777777777778,0.8333333333333334
MoodleProvider,0.9090909090909091,0.875,0.875,0.875,1.0,0.8125,0.8888888888888888,1.0,0.8125,1.0,0.736842105263158,0.7272727272727273,1.0,0.6875,1.0,1.0,1.0,1.0,0.875,0.7777777777777778,0.8181818181818181,1.0,1.0,1.0,0.9166666666666666,0.875,0.9090909090909091,0.9,0.8,0.9166666666666666,0.8888888888888888,0.8888888888888888,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818181818181,1.0,0.8181818181818181,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,0.8461538461538461,1.0,0.9375,1.0,1.0,1.0,0.8333333333333334,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.8823529411764706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.9090909090909091,1.0,0.9166666666666666,0.875
MindMeisterProvider,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0
CodebookOutsourced,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,NaN,0.0,NaN,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0
CodebookCreate,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,NaN,NaN,0.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0
CodebookOperation,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN,0.0,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0
Multivalued,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428572,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.5714285714285714,0.8333333333333334,0.9090909090909091,0.8571428571428572,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7272727272727273,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,1.0,0.875,0.8333333333333334,1.0,0.6666666666666667,1.0
Hierarchy,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,0.9,1.0,0.92,1.0,1.0,0.8571428571428572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.7272727272727273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7692307692307692,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,1.0,1.0,1.0,0.8461538461538461,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,0.9285714285714286,0.6153846153846154,0.9285714285714286,0.9473684210526316,0.8571428571428572,1.0,1.0,0.6923076923076923,0.7857142857142857,0.8823529411764706,1.0,1.0,1.0,1.0,0.7272727272727273,0.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,1.0,1.0,1.0,0.7857142857142857,0.8461538461538461,1.0,0.6666666666666667,1.0
CodebookTypology,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,0.0,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0
Alphabetical,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428572,1.0,1.0,0.8,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,0.9090909090909091,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0
Date,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428572,1.0,1.0,0.8,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,0.9090909090909091,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0
Number,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428572,1.0,1.0,0.8,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,0.9090909090909091,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0
Order,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0
Sidebar,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,0.0,NaN,NaN,1.0,1.0,NaN,1.0,1.0
Interface,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,0.0,NaN,1.0,1.0,NaN,1.0,1.0
Presentation,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,0.0,1.0,1.0,NaN,1.0,1.0
ExportCodebook,1.0,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,1.0,0.8666666666666667,1.0,0.8421052631578947,0.8,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.8571428571428572,1.0,0.33333333333333337,0.5555555555555556,0.33333333333333337,0.75,0.9,1.0,1.0,0.6666666666666667,0.8,0.8333333333333334,1.0,1.0,1.0,1.0,0.875,0.7857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.33333333333333337,1.0,0.625,1.0
ImportCodebook,1.0,1.0,1.0,1.0,1.0,0.8461538461538461,1.0,1.0,0.8461538461538461,1.0,0.8888888888888888,0.8888888888888888,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428572,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,0.8,1.0,0.4,0.625,0.4,0.8181818181818181,0.875,1.0,1.0,0.75,0.8888888888888888,0.9090909090909091,1.0,1.0,1.0,1.0,0.8333333333333334,0.8461538461538461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,0.0,1.0,0.5,1.0
CodebookImportExport,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,1.0,1.0,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,0.0,1.0,1.0
Codebook,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,1.0,1.0,0.8571428571428572,1.0,0.8947368421052632,0.9,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428572,1.0,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428572,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.7142857142857143,0.6666666666666667,0.7142857142857143,0.8333333333333334,0.5714285714285714,1.0,1.0,0.4285714285714286,0.7777777777777778,0.9166666666666666,1.0,1.0,1.0,1.0,0.6666666666666667,0.6666666666666667,1.0,0.8,0.8,0.8,1.0,1.0,1.0,1.0,0.625,0.5,1.0,0.0,1.0
WebAnnotationClient,0.75,0.0,0.0,0.0,1.0,0.9090909090909091,0.5,1.0,1.0,1.0,0.9375,1.0,1.0,0.9230769230769231,1.0,1.0,1.0,1.0,0.0,0.6666666666666667,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,0.8333333333333334,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
